YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,AVG_DEMOG_SCORE_AGDU,PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGND,PERSON_YEARS_AGND
2024,ALASKA,"WADE HAMPTON (KUSILVAK)",02,270,.,.,.,.,17005.99,0.76678,1.11693,23.92,22640.07,0.64243,0.94614,82.58,23125.61,0.95117,1.11541,55.58
2024,ALASKA,WRANGELL,02,275,.,.,.,.,28334.11,1.07422,0.99455,17.67,46704.28,0.99658,0.92099,44,22532.81,0.89823,0.96532,292.25
2024,ALASKA,YAKUTAT,02,282,.,.,.,.,*,*,*,*,*,*,*,*,17068.45,1.23153,1.12929,30.08
2024,ALASKA,YUKON-KOYUKUK,02,290,*,*,*,*,17505.96,1.02713,1.12698,26.75,19120.8,0.77146,0.93757,143.08,13754.57,0.80468,1.00335,285
2024,ARIZONA,APACHE,03,000,108300.76,0.89579,1.02835,111,16604.79,0.97595,1.08064,519.33,25607.78,0.7627,0.99544,1042.08,14448.69,0.87657,1.04346,3389.08
2024,ARIZONA,COCHISE,03,010,89456.63,0.99746,0.98364,51.75,11167.61,0.88916,0.97429,591.08,15886.13,0.80988,0.94829,404.92,12914.82,0.9488,1.01176,11283.5
2024,ARIZONA,COCONINO,03,020,102453.34,0.92086,1.0235,77.92,21832.95,1.00657,1.01052,467.92,22551.8,0.77936,0.97373,662.67,13491.08,0.82875,0.97193,8090.25
2024,ARIZONA,GILA,03,030,96882.94,0.94466,1.01279,57.17,15512.72,0.94321,1.01226,303.83,25907.73,0.81744,0.94268,316.25,12616.4,0.89284,1.00852,6937.17
2024,ARIZONA,GRAHAM,03,040,64924.54,0.8358,0.99609,20.58,10002.19,0.91475,0.97933,117.75,16010.4,0.74348,0.97232,86.08,11139.43,0.8923,1.01105,1478.33
2024,ARIZONA,GREENLEE,03,050,*,*,*,*,8803.48,0.66281,0.93126,27.67,6895.57,0.58881,0.98496,12.33,12471.08,0.91565,1.03443,353.25
2024,ARIZONA,"LA PAZ",03,055,106540.34,0.93046,0.9822,17.92,18906.67,0.98967,1.02996,128,28729.39,0.92501,0.92925,127,14859.1,0.96184,1.06205,1866.75
2024,ARIZONA,MARICOPA,03,060,95653,0.99464,0.9758,1376.5,15504.44,1.02315,0.95669,9299.25,22096.1,0.93441,0.92741,5234.75,14228.51,1.01712,0.98258,242625.25
2024,ARIZONA,MOHAVE,03,070,102098.73,0.98663,0.99146,110.42,13306.05,0.96254,1.00278,1124.25,21907.73,0.96354,0.94664,676.42,13513.78,1.00614,1.01765,21712.17
2024,ARIZONA,NAVAJO,03,080,107146.82,0.94018,1.04446,146.25,16712.64,0.95144,1.06366,763.25,18922.06,0.76963,0.97914,1219,13559.17,0.92219,1.0075,8233.75
2024,ARIZONA,PIMA,03,090,90402.32,0.99031,0.99304,365.67,13491.97,0.99703,0.958,2758.42,19002.55,0.90098,0.92381,1472.5,12453.02,0.98731,0.99447,65734.08
2024,ARIZONA,PINAL,03,100,98818.96,1.01282,0.99082,300.67,15594.03,1.03348,0.95015,1532.83,25293.88,0.96923,0.93734,689.17,13837.15,1.00629,0.98167,28729.75
2024,ARIZONA,"SANTA CRUZ",03,110,107830.38,1.01513,0.97471,9,14349.87,1.04724,0.99255,53.42,11218.2,0.69351,0.91243,114.08,9924.65,0.84307,0.98632,1969.58
2024,ARIZONA,YAVAPAI,03,120,103372.91,0.97649,0.996,73.75,14227.72,0.92988,0.97644,816.67,20609.02,0.85405,0.91914,482.58,13082.12,0.91025,0.99426,31837.5
2024,ARIZONA,YUMA,03,130,96116.61,0.92018,0.99271,130.17,13594.27,0.95891,1.00053,666.58,17014.15,0.79467,0.92117,805,14423.79,0.98693,1.05649,12514.92
2024,ARKANSAS,ARKANSAS,04,000,97323.35,0.94653,0.97104,19.83,11178.22,0.85463,0.94848,175.25,18820.42,0.86556,1.0183,130.17,11499.12,1.00817,1.03121,1742.33
2024,ARKANSAS,ASHLEY,04,010,95492.69,0.90097,1.0094,27.92,13641.53,0.87644,0.96504,284.17,34861.18,0.95786,1.02961,179.25,14968.04,0.99511,1.06716,2240
2024,ARKANSAS,BAXTER,04,020,98672,1.01115,0.99107,24.42,11342.48,0.86894,0.96104,448.75,21359.93,1.03156,1.01625,256.58,11615.39,1.0277,1.03685,6312.75
2024,ARKANSAS,BENTON,04,030,76334.69,0.9283,0.97159,104.92,12698.46,0.98728,0.90714,1185.08,19218.87,0.9956,1.01558,729.5,12363.93,1.04643,0.98726,15300.5
2024,ARKANSAS,BOONE,04,040,73256,0.88707,0.9902,22.33,10084.36,0.80259,0.93378,431,20047.56,1.06821,1.06841,244.83,11427.53,0.97477,1.03963,3686.08
2024,ARKANSAS,BRADLEY,04,050,66601.45,0.83777,0.98428,12.42,17135.29,1.22717,0.98906,127.67,21149.68,1.03392,1.01562,119.25,14285.31,1.08801,1.05894,1010.42
2024,ARKANSAS,CALHOUN,04,060,*,*,*,*,8673.27,0.88799,0.94247,57.58,20118.31,1.02401,1.0546,26.75,11802.63,0.97691,1.01129,473.5
2024,ARKANSAS,CARROLL,04,070,68105.41,1.00097,0.96951,14.25,11363.46,0.90989,0.95583,192.5,18572.33,1.00752,0.99098,126.25,11228.6,0.95338,0.9945,2331.58
2024,ARKANSAS,CHICOT,04,080,98639.48,1.07632,0.96576,8.92,12437.11,0.90531,0.98623,108,25398.69,0.97048,1.01278,90.67,13811.95,0.95727,1.06328,765.92
2024,ARKANSAS,CLARK,04,090,*,*,*,*,10456.41,0.88935,0.98961,161.5,21790.45,0.96756,1.02761,115.67,11119.69,0.98439,1.03654,1701.5
2024,ARKANSAS,CLAY,04,100,65798.82,0.84105,0.95335,8.08,13531.28,0.88705,0.98555,230.67,24131.84,1.02649,1.02656,179.67,13932.86,1.04109,1.07496,1533.25
2024,ARKANSAS,CLEBURNE,04,110,81871.97,1.02899,1.00269,12.42,10505.37,0.82261,0.94286,334.83,25570.54,0.99568,1.04511,210.58,11537.6,0.93654,1.04372,3684.75
