YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,AVG_DEMOG_SCORE_AGDU,PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGND,PERSON_YEARS_AGND
2022,ALABAMA,WILCOX,01,650,78121.54,0.9631,1.0208,18.83,6554.75,0.72781,0.99657,225.83,12519.24,0.7583,1.05799,144,9337.85,1.02945,1.10475,523.33
2022,ALABAMA,WINSTON,01,660,72554.11,0.93745,0.98417,13.25,10375.14,0.86734,0.97249,341,21075.42,0.93715,1.06671,229.25,10826.19,1.02537,1.08182,1687.42
2022,ALASKA,"ALEUTIANS EAST",02,013,.,.,.,.,*,*,*,*,*,*,*,*,17164.34,1.06229,1.03839,52.58
2022,ALASKA,"ALEUTIANS WEST",02,016,.,.,.,.,*,*,*,*,12126.3,1.02773,0.92565,24.67,6480.45,0.80042,0.98013,47.67
2022,ALASKA,ANCHORAGE,02,020,96292.53,0.96651,1.02488,201.67,15297.81,1.04817,1.05455,2635.5,15228.79,0.88981,0.96769,3245.5,10366.36,0.83427,0.94064,18016.75
2022,ALASKA,BETHEL,02,050,*,*,*,*,13387.57,1.00562,1.08689,51,18012.58,0.66595,0.93941,228.17,15227.21,0.87956,1.03151,236.42
2022,ALASKA,"BRISTOL BAY",02,060,*,*,*,*,*,*,*,*,9655.95,0.67735,0.87615,9.58,9537.23,0.8227,1.00239,80.5
2022,ALASKA,DENALI,02,068,.,.,.,.,2485.27,0.57567,0.91008,11.17,*,*,*,*,8319.64,0.63399,0.87734,161.92
2022,ALASKA,DILLINGHAM,02,070,.,.,.,.,30247.09,0.8774,1.11491,33.83,26199.7,0.72447,0.93529,86.75,21018.35,0.79187,0.95119,149.58
2022,ALASKA,"FAIRBANKS NORTH STAR",02,090,99414.85,0.94024,0.97205,40.67,11362.1,0.87739,1.02633,815.5,14348.18,0.81255,0.9495,694.92,9037.74,0.7662,0.93084,6411
2022,ALASKA,HAINES,02,100,.,.,.,.,21365.85,0.65933,1.03254,30.17,24161.6,0.69956,0.87153,59.5,12856.52,0.81862,0.96986,323.58
2022,ALASKA,HOONAH-ANGOON,02,105,.,.,.,.,45549.96,1.645,1.07648,18.25,33439.77,0.9152,0.97805,44.17,11253.4,0.70836,0.98962,198.58
2022,ALASKA,JUNEAU,02,110,96252.65,0.87481,0.97985,16.25,16750.38,0.99705,1.06659,310.92,21485.07,0.86279,0.98663,315.92,9681.7,0.73099,0.91967,2940.92
2022,ALASKA,"KENAI PENINSULA",02,122,112905.13,1.02517,1.04379,26.08,14961.5,0.96799,1.04604,688.67,19042.19,0.94006,0.9559,789.67,12357.83,0.82473,0.94822,6376.25
2022,ALASKA,"KETCHIKAN GATEWAY",02,130,*,*,*,*,17000.21,0.96043,1.07891,160.75,25141.24,0.94693,0.97542,187,12253.86,0.84868,0.96616,1194.58
2022,ALASKA,"KODIAK ISLAND",02,150,131206.41,0.99015,1.0204,9.75,16282.56,0.93246,1.03772,104.58,15472.46,0.74316,0.92497,186.08,10476.12,0.76427,0.90108,929.42
2022,ALASKA,"LAKE AND PENINSULA",02,164,.,.,.,.,*,*,*,*,24354.86,0.64536,0.95012,30.08,15189.81,0.86471,1.01414,47.92
2022,ALASKA,MATANUSKA-SUSITNA,02,170,109931.22,0.90507,1.01453,39.58,12847.84,0.97313,1.03504,1183.08,17914.77,0.95485,0.94945,1027.83,11408.17,0.85553,0.93848,7570.58
2022,ALASKA,NOME,02,180,*,*,*,*,24199.29,0.9292,1.12169,61.83,28614.36,0.79341,0.92575,158,16956.61,0.87516,1.03231,209.25
2022,ALASKA,"NORTH SLOPE",02,185,*,*,*,*,37837.62,1.05998,1.0026,30.33,45075.32,0.87154,0.874,60.33,28751.68,0.98963,0.97429,197.67
2022,ALASKA,"NORTHWEST ARCTIC",02,188,*,*,*,*,22899.68,0.93813,1.13905,30.33,27152.58,0.82557,0.95921,79.33,20940.46,0.9693,1.02112,108.42
2022,ALASKA,PETERSBURG,02,195,*,*,*,*,25404.12,0.90121,1.08093,43.08,17386.72,0.70739,1.00937,59.33,15052.63,0.78755,0.94733,525.33
2022,ALASKA,"PRINCE OF WALES-HYDER",02,198,*,*,*,*,19718.58,1.00003,1.11838,65.92,17101.03,0.75537,0.92596,129.5,10835.56,0.77069,0.97037,412.33
2022,ALASKA,SITKA,02,220,*,*,*,*,25078.63,0.92811,1.05819,88.67,22649.56,0.83918,0.9487,126.75,15495.36,0.82121,0.94503,957.67
2022,ALASKA,SKAGWAY,02,230,.,.,.,.,*,*,*,*,*,*,*,*,8775.88,0.78028,0.92482,123.83
2022,ALASKA,"SOUTHEAST FAIRBANKS",02,240,*,*,*,*,7398.38,0.71448,1.03864,64.42,9907.25,0.75939,0.93359,110.67,8308.45,0.74748,0.93372,568.83
2022,ALASKA,VALDEZ-CORDOVA,02,261,*,*,*,*,12303.74,0.79945,1.08378,66.33,16336.99,0.86383,0.93643,92.42,10415.57,0.76636,0.91508,718.92
2022,ALASKA,"WADE HAMPTON (KUSILVAK)",02,270,.,.,.,.,18774.36,0.75968,1.05069,19.58,14238.78,0.66807,0.89169,87.5,17756.98,1.00113,1.13357,54.75
2022,ALASKA,WRANGELL,02,275,.,.,.,.,18031.1,0.83506,1.00211,21.25,27663.62,0.98096,0.97429,39.92,15418.87,0.8682,0.98872,287.58
2022,ALASKA,YAKUTAT,02,282,.,.,.,.,*,*,*,*,*,*,*,*,6680.84,1.15082,1.08254,30.33
2022,ALASKA,YUKON-KOYUKUK,02,290,*,*,*,*,12386.86,0.99211,1.11094,44,17348.38,0.7677,0.92981,140.75,11564.59,0.85391,0.9725,257.58
2022,ARIZONA,APACHE,03,000,89432.61,0.90938,1.03797,117,13067.97,0.9399,1.09107,642.83,15557.39,0.78219,0.99088,1282,11465.81,0.87226,1.04127,3404.08
2022,ARIZONA,COCHISE,03,010,85696.15,0.97754,1.00856,55,10183.21,0.85699,0.98319,725.25,11594.13,0.77267,0.93967,512.5,10312.55,0.92365,1.00007,11848.58
2022,ARIZONA,COCONINO,03,020,98632.2,0.97614,1.00468,83.83,15209.68,0.95608,1.02563,604.08,14812.36,0.76111,0.96632,815.67,10519.53,0.81814,0.96578,8056.75
2022,ARIZONA,GILA,03,030,77985.04,0.86938,1.01118,65.75,12270.22,0.95648,1.016,406.08,17247.9,0.80358,0.94534,400.83,10454.52,0.88444,1.0013,7261.25
2022,ARIZONA,GRAHAM,03,040,62502.19,0.87827,1.06367,22.67,8690.56,0.81498,0.97333,154.83,12220.65,0.73696,0.97668,87.92,8694.1,0.85311,1.00598,1567.83
2022,ARIZONA,GREENLEE,03,050,*,*,*,*,3852.54,0.71798,0.95868,43.5,5643.35,0.61001,0.83975,12.5,9361.84,0.90856,1.02865,438.33
2022,ARIZONA,"LA PAZ",03,055,90344.76,1.02332,0.99153,23,12366.82,1.00276,1.04944,176.67,18286.68,0.78106,0.90517,149.5,11525.83,0.9918,1.06124,1985.42
2022,ARIZONA,MARICOPA,03,060,83622.96,0.99859,0.97824,1460.5,12685.69,1.03815,0.95304,11155.08,16821.16,0.92802,0.92043,6305.58,11573.23,1.0155,0.97528,243605.17
2022,ARIZONA,MOHAVE,03,070,92825.92,1.05726,1.02869,127.67,10908.84,0.9834,1.00213,1421.5,16249.13,0.8899,0.92241,915.67,10975.17,1.02925,1.01717,23163.17
2022,ARIZONA,NAVAJO,03,080,84408.68,0.94578,1.02373,169,12459.22,0.92348,1.06367,1003.42,14687.82,0.77191,0.97146,1450.75,10742.68,0.8758,0.99849,8467.67
2022,ARIZONA,PIMA,03,090,74168.77,0.96867,0.9964,382.33,12247.92,1.00871,0.96149,3205.42,15553.25,0.89951,0.93154,1777.25,10201.77,0.98215,0.99117,66032.42
2022,ARIZONA,PINAL,03,100,87943.91,1.01433,0.98831,301.25,13342.58,1.04403,0.95406,1882,18957.05,1.01675,0.93628,861.58,11027.66,0.99174,0.96819,29260.58
2022,ARIZONA,"SANTA CRUZ",03,110,71023.7,0.98501,1.02336,18.33,7582.08,0.87774,0.9652,79,9972.65,0.67997,0.9413,126.08,8551.29,0.84154,0.96959,1975
2022,ARIZONA,YAVAPAI,03,120,73957.16,0.94328,1.00555,78.75,11699.38,0.91108,0.97765,1075.17,16940.62,0.86043,0.90221,689.33,10756.54,0.90082,0.98475,32211.83
2022,ARIZONA,YUMA,03,130,81256.09,0.92997,0.99776,134.67,10218.66,0.94889,0.98882,788.75,14770.12,0.79572,0.93002,947,12074.39,0.9987,1.05091,13244.5
2022,ARKANSAS,ARKANSAS,04,000,68028.54,0.93581,0.95895,16.5,8823.51,0.86736,0.97362,284.5,14669.6,0.89379,1.01155,200.92,10486.45,0.99541,1.02395,1891.08
2022,ARKANSAS,ASHLEY,04,010,57884.05,0.95172,1.00953,38.83,9369.25,0.88964,1.00183,416.58,22212.97,0.99278,1.01891,248.08,11963.23,0.98614,1.05766,2464.58
2022,ARKANSAS,BAXTER,04,020,80688.26,1.07026,1.00462,26.92,10639.31,0.92386,0.994,621.58,15406.61,1.05886,0.98404,318.67,9797.51,1.02807,1.0449,6462.75
2022,ARKANSAS,BENTON,04,030,66956.14,0.96161,0.98341,91.67,11124.26,1.0263,0.94036,1464.08,17369.74,1.02074,1.0042,871.5,10535.63,1.06776,0.99128,15698.33
2022,ARKANSAS,BOONE,04,040,59180.64,0.92976,0.9937,22,9461.71,0.8344,0.94652,555.75,16120.87,0.98356,1.0349,309.17,8991.72,0.97867,1.04416,3997.58
2022,ARKANSAS,BRADLEY,04,050,77441.26,0.91291,0.9871,19.42,12238.2,1.11266,0.99333,209.5,20950.5,0.96021,1.02294,146.67,10979.45,1.0688,1.0632,1097.83
2022,ARKANSAS,CALHOUN,04,060,*,*,*,*,10644.59,1.06325,0.9676,82,14193.55,0.96447,1.02288,36.75,11509.54,1.01384,1.03594,508.75
2022,ARKANSAS,CARROLL,04,070,78380.35,0.96728,0.97448,16.67,8100.09,0.8426,0.94205,270.58,13459.8,0.97214,0.96021,186,9206.19,0.93884,0.99487,2502.58
2022,ARKANSAS,CHICOT,04,080,91059.66,1.03473,1.0044,22.42,13689.93,0.9163,1.02422,151.67,18773.63,0.96834,1.0262,128.17,11054.68,0.95106,1.06876,913.92
2022,ARKANSAS,CLARK,04,090,84119.95,1.05416,1.01545,14.67,10413.93,0.89165,0.97451,231.5,18089.36,1.01003,1.04799,136.5,9733.63,0.94182,1.03651,1837.67
2022,ARKANSAS,CLAY,04,100,70246.16,0.95094,1.05969,12.42,10122.85,0.87005,0.97902,286.58,22341.36,0.98408,1.02991,238.42,12609.42,0.96679,1.08455,1594.5
2022,ARKANSAS,CLEBURNE,04,110,83633.83,0.88959,1.06175,14.25,9749.47,0.91923,0.97881,463.17,18340.86,0.986,1.01679,238.67,9148.79,0.9441,1.04274,3927.67
2022,ARKANSAS,CLEVELAND,04,120,*,*,*,*,13538.6,0.96997,0.94393,128.67,22796.99,1.11533,1.01963,71.42,12228.76,1.00941,1.0434,988.42
2022,ARKANSAS,COLUMBIA,04,130,83024.57,0.96922,1.01627,20,9083.5,0.78754,0.9612,382.83,18977.94,0.94852,1.01813,227.92,11439.24,0.91258,1.05303,2040.67
2022,ARKANSAS,CONWAY,04,140,78759.38,0.9816,1.01755,13.42,11659.2,0.86353,1.01371,327.42,17780.13,1.00582,1.04732,215.67,10472.51,0.92505,1.05533,2101
2022,ARKANSAS,CRAIGHEAD,04,150,67814.14,0.92338,0.99834,75,9751.73,0.88984,0.9701,1274.42,21211.98,1.03583,1.01403,569.5,11045.67,0.98649,1.03322,8139.33
2022,ARKANSAS,CRAWFORD,04,160,76605.4,1.01773,0.99025,36.92,9219.09,0.96394,0.95369,754.75,18451.6,1.03514,0.99812,324.83,10298.05,1.09793,1.01787,4156.92
2022,ARKANSAS,CRITTENDEN,04,170,83570.4,0.99702,0.99081,82.83,10532.2,1.00698,1.00017,642.33,20298.31,1.01984,1.00597,408.08,10453.26,1.03403,1.01884,2530
2022,ARKANSAS,CROSS,04,180,87595.25,0.88414,1.00074,16.42,10529.19,0.84668,0.96486,231.58,14963,0.90862,1.01533,131.92,10370.47,0.90491,1.03996,1371.42
2022,ARKANSAS,DALLAS,04,190,73502.61,0.98938,1.00736,10.25,8551.54,0.8767,0.97883,115.08,22531.94,1.08612,1.04294,77.17,12664.64,0.94982,1.05978,668
2022,ARKANSAS,DESHA,04,200,92725.32,0.95618,0.97637,13.67,13954.16,0.88261,1.02749,171.5,21171.68,0.91234,1.00923,128,11006.42,0.9032,1.02445,1033.25
2022,ARKANSAS,DREW,04,210,70668.12,0.99747,1.02607,15.67,11725.76,0.96901,0.99249,295.58,16874.36,1.04518,1.02658,170.25,10438.2,1.00603,1.04599,1607.25
2022,ARKANSAS,FAULKNER,04,220,74554.36,0.98649,1.01983,57.5,10671.23,0.89696,0.95316,1190.42,20029.69,1.01097,1.01074,524.67,10708.73,0.96451,1.01787,9877.83
2022,ARKANSAS,FRANKLIN,04,230,*,*,*,*,11530.83,0.9874,0.97758,210.83,18555.29,1.19839,1.06358,133.67,11087.97,1.09261,1.04551,1358.75
2022,ARKANSAS,FULTON,04,240,96411.82,1.03812,1.0662,8.5,6212.17,0.76886,0.98357,248.42,17339.85,0.90783,1.03232,180.75,11041.4,0.98076,1.07057,1400.75
2022,ARKANSAS,GARLAND,04,250,69854.26,0.99168,1.00492,48,11364.99,0.99743,0.9658,1169.83,21954.89,1.061,0.98865,611.75,11204.29,1.02855,1.02474,11792.67
2022,ARKANSAS,GRANT,04,260,93157.42,1.15088,0.98948,12.67,9192.63,0.96715,0.91295,254.75,23906.22,1.05792,0.96259,90.58,10211.42,1.07603,1.03021,1777.92
2022,ARKANSAS,GREENE,04,270,80082.51,0.99123,0.97581,28.33,9694.21,0.89278,0.97293,668.08,15870.03,0.94276,0.98804,268.67,11561.06,0.98497,1.05265,3699.83
2022,ARKANSAS,HEMPSTEAD,04,280,61119.14,0.96409,1.00215,18.75,10927.55,0.87146,0.99862,316.92,19501.03,0.9691,1.01585,184.5,11225.3,1.00205,1.03885,1549.92
2022,ARKANSAS,"HOT SPRING",04,290,89282.02,1.07069,1.00523,26,10277.26,1.01571,0.96276,459,26294.21,1.13596,1.01445,240.5,11030.04,1.10305,1.04082,2982.58
